burst, startT [s], endT [s], relative startT [s], relative endT [s], cycle period [s], inst burstfreq [Hz], duration [s], dutycycle, interburst interval [s], #spikes , spikefreq in burst [Hz],Time,0 Channel 1
421,1293.683056,1295.535636,1293.683056,1295.535636,4.76604,0.209818,1.85258,0.388704,2.91346,151,80.968163,1293.6831,25.267029
422,1298.449096,1298.639388,1298.449096,1298.639388,2.144108,0.466394,0.190292,0.088751,1.953816,15,73.571143,1298.4491,25.248718
423,1300.593204,1301.086528,1300.593204,1301.086528,2.439568,0.409909,0.493324,0.202218,1.946244,39,77.028484,1300.5932,25.240156
424,1303.032772,1304.648696,1303.032772,1304.648696,4.42912,0.225778,1.615924,0.364841,2.813196,134,82.305851,1303.0328,25.24242
425,1307.461892,1307.654688,1307.461892,1307.654688,2.017048,0.495774,0.192796,0.095583,1.824252,15,72.615614,1307.4619,25.236986
426,1309.47894,1310.097152,1309.47894,1310.097152,2.8522,0.350607,0.618212,0.216749,2.233988,46,72.790564,1309.4789,25.239416
427,1312.33114,1313.923996,1312.33114,1313.923996,4.46308,0.224061,1.592856,0.356896,2.870224,130,80.986605,1312.3311,25.237421
428,1316.79422,1316.980008,1316.79422,1316.980008,2.067484,0.48368,0.185788,0.089862,1.881696,15,75.354705,1316.7942,25.245667
429,1318.861704,1319.607064,1318.861704,1319.607064,3.012624,0.331937,0.74536,0.247412,2.267264,59,77.814747,1318.8617,25.252157
430,1321.874328,1323.68534,1321.874328,1323.68534,4.589432,0.217892,1.811012,0.394605,2.77842,142,77.857021,1321.8743,25.265514
431,1326.46376,1326.651852,1326.46376,1326.651852,2.050032,0.487797,0.188092,0.091751,1.86194,15,74.431661,1326.4638,25.283813
432,1328.513792,1328.876288,1328.513792,1328.876288,2.313196,0.432302,0.362496,0.156708,1.9507,28,74.483581,1328.5138,25.290245
433,1330.826988,1332.321976,1330.826988,1332.321976,4.286672,0.233281,1.494988,0.348753,2.791684,128,84.950515,1330.827,25.30619
434,1335.11366,1335.276172,1335.11366,1335.276172,1.994496,0.50138,0.162512,0.08148,1.831984,14,79.994093,1335.1137,25.325218
435,1337.108156,1337.684852,1337.108156,1337.684852,2.656852,0.376385,0.576696,0.21706,2.080156,43,72.828665,1337.1082,25.334167
436,1339.765008,1341.348052,1339.765008,1341.348052,4.486928,0.22287,1.583044,0.352812,2.903884,132,82.751964,1339.765,25.34269
437,1344.251936,1344.435628,1344.251936,1344.435628,1.999708,0.500073,0.183692,0.091859,1.816016,14,70.770638,1344.2519,25.364403
438,1346.251644,1346.875564,1346.251644,1346.875564,2.746688,0.364075,0.62392,0.227154,2.122768,47,73.727401,1346.2516,25.216675
439,1348.998332,1350.558428,1348.998332,1350.558428,4.367624,0.228957,1.560096,0.357196,2.807528,126,80.123274,1348.9983,25.255678
440,1353.365956,1353.547232,1353.365956,1353.547232,2.08154,0.480414,0.181276,0.087087,1.900264,15,77.230301,1353.366,25.346375
441,1355.447496,1356.000872,1355.447496,1356.000872,2.500824,0.399868,0.553376,0.221277,1.947448,42,74.090673,1355.4475,25.453491
442,1357.94832,1359.536532,1357.94832,1359.536532,4.351536,0.229804,1.588212,0.364977,2.763324,130,81.223413,1357.9483,25.62784
443,1362.299856,1362.475368,1362.299856,1362.475368,2.104216,0.475236,0.175512,0.08341,1.928704,14,74.06901,1362.2999,25.942547
444,1364.404072,1364.819324,1364.404072,1364.819324,2.336824,0.427931,0.415252,0.177699,1.921572,32,74.653463,1364.4041,26.07267
445,1366.740896,1368.331244,1366.740896,1368.331244,4.38676,0.227959,1.590348,0.362534,2.796412,133,83.000702,1366.7409,26.254459
446,1371.127656,1371.301664,1371.127656,1371.301664,2.162132,0.462506,0.174008,0.08048,1.988124,14,74.709209,1371.1277,26.539682
447,1373.289788,1373.665752,1373.289788,1373.665752,2.279244,0.438742,0.375964,0.164951,1.90328,30,77.135045,1373.2898,26.67244
448,1375.569032,1376.464792,1375.569032,1376.464792,2.998052,0.33355,0.89576,0.298781,2.102292,67,73.68045,1375.569,26.805925
449,1378.567084,1378.76162,1378.567084,1378.76162,1.871304,0.534387,0.194536,0.103957,1.676768,16,77.106551,1378.5671,26.964222
450,1380.438388,1382.000904,1380.438388,1382.000904,4.194956,0.238382,1.562516,0.372475,2.63244,135,85.759122,1380.4384,27.016319
451,1384.633344,1384.77434,1384.633344,1384.77434,2.009148,0.497723,0.140996,0.070177,1.868152,12,78.016398,1384.6333,27.176231
452,1386.642492,1386.9136,1386.642492,1386.9136,2.044936,0.489013,0.271108,0.132575,1.773828,22,77.459905,1386.6425,27.220018
453,1388.687428,1389.715728,1388.687428,1389.715728,3.30994,0.30212,1.0283,0.31067,2.28164,80,76.825829,1388.6874,27.257732
454,1391.997368,1392.183144,1391.997368,1392.183144,1.92448,0.519621,0.185776,0.096533,1.738704,15,75.359573,1391.9974,27.24762
455,1393.921848,1395.49142,1393.921848,1395.49142,4.279976,0.233646,1.569572,0.366724,2.710404,139,87.922058,1393.9218,27.258301
456,1398.201824,1398.360688,1398.201824,1398.360688,1.9616,0.509788,0.158864,0.080987,1.802736,14,81.831,1398.2018,27.27025
457,1400.163424,1400.429388,1400.163424,1400.429388,2.016624,0.495878,0.265964,0.131886,1.75066,22,78.958054,1400.1634,27.266001
458,1402.180048,1402.766484,1402.180048,1402.766484,2.526676,0.395777,0.586436,0.232098,1.94024,46,76.734716,1402.18,27.264193
459,1404.706724,1406.372072,1404.706724,1406.372072,4.367508,0.228964,1.665348,0.381304,2.70216,140,83.466038,1404.7067,27.253853
460,1409.074232,1409.224264,1409.074232,1409.224264,1.987592,0.503121,0.150032,0.075484,1.83756,14,86.648182,1409.0742,27.253828
461,1411.061824,1411.363812,1411.061824,1411.363812,2.044912,0.489019,0.301988,0.147678,1.742924,25,79.473357,1411.0618,27.233019
462,1413.106736,1414.80768,1413.106736,1414.80768,4.391504,0.227712,1.700944,0.387326,2.69056,147,85.834689,1413.1067,27.224731
463,1417.49824,1417.63372,1417.49824,1417.63372,1.921064,0.520545,0.13548,0.070523,1.785584,12,81.192796,1417.4982,27.217337
464,1419.419304,1419.667416,1419.419304,1419.667416,1.947248,0.513545,0.248112,0.127417,1.699136,19,72.547882,1419.4193,27.218628
465,1421.366552,1421.94536,1421.366552,1421.94536,2.523304,0.396306,0.578808,0.229385,1.944496,43,72.562922,1421.3666,27.282715
466,1423.889856,1425.524104,1423.889856,1425.524104,4.176104,0.239458,1.634248,0.391333,2.541856,134,81.382997,1423.8899,27.212736
467,1428.06596,1428.228516,1428.06596,1428.228516,1.98844,0.502907,0.162556,0.081751,1.825884,13,73.820714,1428.066,27.213053
468,1430.0544,1430.325024,1430.0544,1430.325024,1.958616,0.510565,0.270624,0.138171,1.687992,21,73.903275,1430.0544,27.219566
469,1432.013016,1432.720272,1432.013016,1432.720272,2.710624,0.368919,0.707256,0.26092,2.003368,55,76.35142,1432.013,27.283337
470,1434.72364,1434.956308,1434.72364,1434.956308,1.866508,0.53576,0.232668,0.124654,1.63384,17,68.767514,1434.7236,27.215401
471,1436.590148,1438.20536,1436.590148,1438.20536,4.19252,0.23852,1.615212,0.38526,2.577308,133,81.723018,1436.5901,27.211485
472,1440.782668,1440.920676,1440.782668,1440.920676,2.059096,0.48565,0.138008,0.067024,1.921088,12,79.705524,1440.7827,27.212601
473,1442.841764,1443.05632,1442.841764,1443.05632,1.85606,0.538776,0.214556,0.115598,1.641504,17,74.572606,1442.8418,27.218018
474,1444.697824,1445.519228,1444.697824,1445.519228,2.77308,0.36061,0.821404,0.296206,1.951676,63,75.480519,1444.6978,27.234615
475,1447.470904,1447.650308,1447.470904,1447.650308,1.831696,0.545942,0.179404,0.097944,1.652292,15,78.036164,1447.4709,27.251951
476,1449.3026,1450.64784,1449.3026,1450.64784,3.880512,0.257698,1.34524,0.346666,2.535272,113,83.256519,1449.3026,27.253723
477,1453.183112,1453.336176,1453.183112,1453.336176,1.854884,0.539117,0.153064,0.082519,1.70182,13,78.398578,1453.1831,27.266481
478,1455.037996,1455.290252,1455.037996,1455.290252,1.936992,0.516264,0.252256,0.130231,1.684736,20,75.32031,1455.038,27.268993
479,1456.974988,1458.601488,1456.974988,1458.601488,4.229768,0.23642,1.6265,0.384536,2.603268,137,83.615125,1456.975,27.279697
480,1461.204756,1461.358124,1461.204756,1461.358124,2.000848,0.499788,0.153368,0.076651,1.84748,13,78.24318,1461.2048,27.2971
481,1463.205604,1463.535404,1463.205604,1463.535404,2.119948,0.47171,0.3298,0.15557,1.790148,27,78.835658,1463.2056,27.313232
482,1465.325552,1465.7308,1465.325552,1465.7308,2.051976,0.487335,0.405248,0.197492,1.646728,31,74.028743,1465.3256,27.318562
483,1467.377528,1468.994012,1467.377528,1468.994012,4.342668,0.230273,1.616484,0.372233,2.726184,138,84.751844,1467.3775,27.182112
484,1471.720196,1471.868136,1471.720196,1471.868136,1.965116,0.508876,0.14794,0.075283,1.817176,13,81.113965,1471.7202,27.262449
485,1473.685312,1473.941128,1473.685312,1473.941128,1.91896,0.521116,0.255816,0.13331,1.663144,21,78.181193,1473.6853,27.329853
486,1475.604272,1476.440136,1475.604272,1476.440136,2.88744,0.346328,0.835864,0.289483,2.051576,63,74.174746,1475.6043,27.417789
487,1478.491712,1478.68576,1478.491712,1478.68576,1.745584,0.572874,0.194048,0.111165,1.551536,16,77.300462,1478.4917,27.549744
488,1480.237296,1481.728672,1480.237296,1481.728672,4.114316,0.243054,1.491376,0.362485,2.62294,126,83.815215,1480.2373,27.636436
489,1484.351612,1484.503412,1484.351612,1484.503412,1.866524,0.535755,0.1518,0.081328,1.714724,12,72.463768,1484.3516,27.919775
490,1486.218136,1486.418496,1486.218136,1486.418496,1.859348,0.537823,0.20036,0.107758,1.658988,15,69.874226,1486.2181,28.045502
491,1488.077484,1488.612764,1488.077484,1488.612764,2.289816,0.436716,0.53528,0.233766,1.754536,40,72.859064,1488.0775,28.126837
492,1490.3673,1492.123168,1490.3673,1492.123168,4.454748,0.22448,1.755868,0.394157,2.69888,140,79.163126,1490.3673,28.285952
493,1494.822048,1494.968352,1494.822048,1494.968352,2.029884,0.492639,0.146304,0.072075,1.88358,13,82.020997,1494.822,28.50053
494,1496.851932,1497.08784,1496.851932,1497.08784,2.012084,0.496997,0.235908,0.117246,1.776176,20,80.539871,1496.8519,28.601244
495,1498.864016,1499.143836,1498.864016,1499.143836,1.945076,0.514119,0.27982,0.143861,1.665256,21,71.474519,1498.864,28.692627
496,1500.809092,1502.360964,1500.809092,1502.360964,4.183596,0.239029,1.551872,0.370942,2.631724,129,82.481029,1500.8091,28.77553
497,1504.992688,1505.136956,1504.992688,1505.136956,1.936936,0.516279,0.144268,0.074483,1.792668,13,83.178529,1504.9927,28.863972
498,1506.929624,1507.178644,1506.929624,1507.178644,1.829892,0.54648,0.24902,0.136085,1.580872,20,76.299092,1506.9296,28.911144
499,1508.759516,1509.021768,1508.759516,1509.021768,1.835844,0.544709,0.262252,0.142851,1.573592,22,80.075652,1508.7595,28.944397
500,1510.59536,1511.344628,1510.59536,1511.344628,2.625904,0.380821,0.749268,0.285337,1.876636,57,74.739613,1510.5954,28.967989
501,1513.221264,1513.392412,1513.221264,1513.392412,1.778132,0.562388,0.171148,0.096252,1.606984,14,75.957651,1513.2213,28.980173
502,1514.999396,1516.476176,1514.999396,1516.476176,3.97766,0.251404,1.47678,0.371269,2.50088,127,85.320765,1514.9994,28.982544
503,1518.977056,1519.123376,1518.977056,1519.123376,1.976276,0.506002,0.14632,0.074038,1.829956,13,82.012028,1518.9771,28.977755
504,1520.953332,1521.151224,1520.953332,1521.151224,1.799892,0.555589,0.197892,0.109947,1.602,17,80.852182,1520.9533,28.965759
505,1522.753224,1523.116804,1522.753224,1523.116804,2.08178,0.480358,0.36358,0.174649,1.7182,30,79.762363,1522.7532,28.956921
506,1524.835004,1526.4366,1524.835004,1526.4366,4.1291,0.242184,1.601596,0.38788,2.527504,135,83.666543,1524.835,28.945923
507,1528.964104,1529.110968,1528.964104,1529.110968,2.01072,0.497334,0.146864,0.073041,1.863856,12,74.899226,1528.9641,28.915722
508,1530.974824,1531.167764,1530.974824,1531.167764,1.839524,0.543619,0.19294,0.104886,1.646584,17,82.927335,1530.9748,28.910288
509,1532.814348,1533.052196,1532.814348,1533.052196,1.886408,0.530108,0.237848,0.126085,1.64856,20,79.88295,1532.8143,28.895721
510,1534.700756,1536.312772,1534.700756,1536.312772,4.116752,0.24291,1.612016,0.391575,2.504736,135,83.125726,1534.7008,28.890692
511,1538.817508,1538.964008,1538.817508,1538.964008,1.957732,0.510795,0.1465,0.074831,1.811232,13,81.911263,1538.8175,28.867916
512,1540.77524,1540.980308,1540.77524,1540.980308,1.834132,0.545217,0.205068,0.111807,1.629064,18,82.899331,1540.7752,28.852316
513,1542.609372,1542.850928,1542.609372,1542.850928,1.840748,0.543257,0.241556,0.131227,1.599192,20,78.656709,1542.6094,28.8368
514,1544.45012,1546.050088,1544.45012,1546.050088,4.260512,0.234714,1.599968,0.375534,2.660544,138,85.626713,1544.4501,28.826904
515,1548.710632,1548.852756,1548.710632,1548.852756,1.990808,0.502309,0.142124,0.07139,1.848684,11,70.361093,1548.7106,28.811892
516,1550.70144,1550.878772,1550.70144,1550.878772,1.766104,0.566218,0.177332,0.100409,1.588772,15,78.947962,1550.7014,28.799438
517,1552.467544,1552.745212,1552.467544,1552.745212,1.919572,0.520949,0.277668,0.144651,1.641904,21,72.028466,1552.4675,28.791809
518,1554.387116,1556.112872,1554.387116,1556.112872,4.51248,0.221608,1.725756,0.382441,2.786724,143,82.282779,1554.3871,28.785706
519,1558.899596,1559.03714,1558.899596,1559.03714,2.100816,0.476006,0.137544,0.065472,1.963272,13,87.244809,1558.8996,28.77618
520,1561.000412,1561.204288,1561.000412,1561.204288,1.854604,0.539199,0.203876,0.10993,1.650728,16,73.574133,1561.0004,28.772072
521,1562.855016,1563.109832,1562.855016,1563.109832,1.832476,0.54571,0.254816,0.139056,1.57766,20,74.563607,1562.855,28.768604
522,1564.687492,1564.996804,1564.687492,1564.996804,1.79094,0.558366,0.309312,0.172709,1.481628,23,71.125595,1564.6875,28.760387
523,1566.478432,1568.056096,1566.478432,1568.056096,4.224472,0.236716,1.577664,0.373458,2.646808,130,81.76646,1566.4784,28.762419
524,1570.702904,1570.834124,1570.702904,1570.834124,1.92566,0.519302,0.13122,0.068143,1.79444,11,76.207895,1570.7029,28.746033
525,1572.628564,1572.835648,1572.628564,1572.835648,1.975712,0.506147,0.207084,0.104815,1.768628,17,77.263333,1572.6286,28.737564
526,1574.604276,1574.882116,1574.604276,1574.882116,1.848,0.541126,0.27784,0.150346,1.57016,20,68.384682,1574.6043,28.741455
527,1576.452276,1577.17554,1576.452276,1577.17554,2.627812,0.380545,0.723264,0.275234,1.904548,58,78.809397,1576.4523,28.737646
528,1579.080088,1579.272156,1579.080088,1579.272156,1.726696,0.579141,0.192068,0.111234,1.534628,15,72.890851,1579.0801,28.734987
529,1580.806784,1582.296472,1580.806784,1582.296472,4.06056,0.246271,1.489688,0.366868,2.570872,126,83.910188,1580.8068,28.726196
530,1584.867344,1585.006948,1584.867344,1585.006948,1.97702,0.505812,0.139604,0.070613,1.837416,13,85.957422,1584.8673,28.720093
531,1586.844364,1587.041228,1586.844364,1587.041228,1.872184,0.534136,0.196864,0.105152,1.67532,17,81.274382,1586.8444,28.611416
532,1588.716548,1588.996696,1588.716548,1588.996696,1.801364,0.555135,0.280148,0.15552,1.521216,20,67.821294,1588.7165,28.613281
533,1590.517912,1590.862572,1590.517912,1590.862572,1.869468,0.534912,0.34466,0.184363,1.524808,25,69.633842,1590.5179,28.621767
534,1592.38738,1592.755072,1592.38738,1592.755072,1.828324,0.546949,0.367692,0.201109,1.460632,26,67.991689,1592.3874,28.64468
535,1594.215704,1594.500552,1594.215704,1594.500552,1.659992,0.602413,0.284848,0.171596,1.375144,22,73.72353,1594.2157,28.646851
536,1595.875696,1597.571656,1595.875696,1597.571656,4.462928,0.224068,1.69596,0.380011,2.766968,143,83.72839,1595.8757,28.691525
537,1600.338624,1600.469772,1600.338624,1600.469772,1.977988,0.505564,0.131148,0.066304,1.84684,10,68.62476,1600.3386,28.850004
538,1602.316612,1602.489556,1602.316612,1602.489556,1.790868,0.558388,0.172944,0.09657,1.617924,15,80.951059,1602.3166,28.912048
539,1604.10748,1604.348188,1604.10748,1604.348188,1.715628,0.582877,0.240708,0.140303,1.47492,18,70.62499,1604.1075,28.987122
540,1605.823108,1606.095808,1605.823108,1606.095808,1.763176,0.567158,0.2727,0.154664,1.490476,21,73.340667,1605.8231,29.058838
541,1607.586284,1607.871164,1607.586284,1607.871164,1.702264,0.587453,0.28488,0.167354,1.417384,23,77.225498,1607.5863,29.138378
542,1609.288548,1609.591848,1609.288548,1609.591848,1.633292,0.61226,0.3033,0.185699,1.329992,21,65.941312,1609.2885,29.217529
543,1610.92184,1612.465152,1610.92184,1612.465152,4.12712,0.2423,1.543312,0.373944,2.583808,131,84.234426,1610.9218,29.294292
544,1615.04896,1615.175316,1615.04896,1615.175316,1.827428,0.547217,0.126356,0.069144,1.701072,11,79.141473,1615.049,29.507446
545,1616.876388,1617.041056,1616.876388,1617.041056,1.776628,0.562864,0.164668,0.092686,1.61196,14,78.946729,1616.8764,29.595695
546,1618.653016,1618.881836,1618.653016,1618.881836,1.707772,0.585558,0.22882,0.133987,1.478952,18,74.294205,1618.653,29.6467
547,1620.360788,1620.586932,1620.360788,1620.586932,1.6244,0.615612,0.226144,0.139217,1.398256,18,75.173341,1620.3608,29.700899
548,1621.985188,1622.257632,1621.985188,1622.257632,1.69936,0.588457,0.272444,0.160322,1.426916,20,69.739102,1621.9852,29.730225
549,1623.684548,1624.003604,1623.684548,1624.003604,1.748232,0.572006,0.319056,0.182502,1.429176,25,75.221905,1623.6845,29.74374
550,1625.43278,1625.678828,1625.43278,1625.678828,1.646988,0.607169,0.246048,0.149393,1.40094,19,73.156457,1625.4328,29.72016
551,1627.079768,1627.47522,1627.079768,1627.47522,1.810164,0.552436,0.395452,0.218462,1.414712,29,70.805053,1627.0798,29.721914
552,1628.889932,1629.168868,1628.889932,1629.168868,1.549796,0.645246,0.278936,0.179982,1.27086,20,68.115984,1628.8899,29.720583
553,1630.439728,1631.950224,1630.439728,1631.950224,3.780556,0.264511,1.510496,0.399543,2.27006,130,85.402411,1630.4397,29.717289
554,1634.220284,1634.343844,1634.220284,1634.343844,1.844136,0.542259,0.12356,0.067002,1.720576,12,89.025575,1634.2203,29.721592
555,1636.06442,1636.241636,1636.06442,1636.241636,1.7581,0.568796,0.177216,0.1008,1.580884,15,78.999639,1636.0644,29.665932
556,1637.82252,1638.069972,1637.82252,1638.069972,1.694392,0.590182,0.247452,0.146042,1.44694,18,68.700192,1637.8225,29.683392
557,1639.516912,1639.753736,1639.516912,1639.753736,1.678992,0.595595,0.236824,0.141051,1.442168,19,76.00581,1639.5169,29.660034
558,1641.195904,1641.466576,1641.195904,1641.466576,1.670352,0.598676,0.270672,0.162045,1.39968,21,73.89017,1641.1959,29.634094
559,1642.866256,1643.26942,1642.866256,1643.26942,1.825728,0.547727,0.403164,0.220824,1.422564,30,71.931026,1642.8663,29.625502
560,1644.691984,1644.996072,1644.691984,1644.996072,1.751348,0.570989,0.304088,0.173631,1.44726,22,69.058957,1644.692,29.603577
561,1646.443332,1648.199556,1646.443332,1648.199556,4.45486,0.224474,1.756224,0.394227,2.698636,142,80.285886,1646.4433,29.592268
562,1650.898192,1651.028484,1650.898192,1651.028484,2.01432,0.496445,0.130292,0.064683,1.884028,12,84.425751,1650.8982,29.553223
563,1652.912512,1653.074784,1652.912512,1653.074784,1.67068,0.598559,0.162272,0.097129,1.508408,15,86.274896,1652.9125,29.53186
564,1654.583192,1654.767452,1654.583192,1654.767452,1.639024,0.610119,0.18426,0.112421,1.454764,15,75.979594,1654.5832,29.5126
565,1656.222216,1656.495352,1656.222216,1656.495352,1.648596,0.606577,0.273136,0.165678,1.37546,20,69.562416,1656.2222,29.49579
566,1657.870812,1658.109544,1657.870812,1658.109544,1.590656,0.628671,0.238732,0.150084,1.351924,19,75.398355,1657.8708,29.478302
567,1659.461468,1659.792668,1659.461468,1659.792668,1.671944,0.598106,0.3312,0.198093,1.340744,24,69.444444,1659.4615,29.467691
568,1661.133412,1661.552396,1661.133412,1661.552396,1.822884,0.548581,0.418984,0.229847,1.4039,31,71.60178,1661.1334,29.447426
569,1662.956296,1663.215868,1662.956296,1663.215868,1.514908,0.660106,0.259572,0.171345,1.255336,21,77.049913,1662.9563,29.432865
570,1664.471204,1666.248536,1664.471204,1666.248536,4.523264,0.221079,1.777332,0.392931,2.745932,143,79.895034,1664.4712,29.404966
571,1668.994468,1669.118648,1668.994468,1669.118648,1.970204,0.507562,0.12418,0.063029,1.846024,11,80.528265,1668.9945,29.293436
572,1670.964672,1671.14828,1670.964672,1671.14828,1.792876,0.557763,0.183608,0.10241,1.609268,15,76.249401,1670.9647,29.282532
573,1672.757548,1672.94548,1672.757548,1672.94548,1.686008,0.593117,0.187932,0.111466,1.498076,15,74.49503,1672.7575,29.264402
574,1674.443556,1674.648852,1674.443556,1674.648852,1.64342,0.608487,0.205296,0.12492,1.438124,16,73.065233,1674.4436,29.252079
575,1676.086976,1676.3065,1676.086976,1676.3065,1.52364,0.656323,0.219524,0.144079,1.304116,17,72.884969,1676.087,29.246521
576,1677.610616,1677.886736,1677.610616,1677.886736,1.629864,0.613548,0.27612,0.169413,1.353744,22,76.05389,1677.6106,29.232788
577,1679.24048,1679.531996,1679.24048,1679.531996,1.648044,0.60678,0.291516,0.176886,1.356528,21,68.606869,1679.2405,29.220112
578,1680.888524,1681.201472,1680.888524,1681.201472,1.645232,0.607817,0.312948,0.190215,1.332284,23,70.299219,1680.8885,29.219109
579,1682.533756,1682.8657,1682.533756,1682.8657,1.629024,0.613864,0.331944,0.203769,1.29708,23,66.276239,1682.5338,29.220581
580,1684.16278,1684.45096,1684.16278,1684.45096,1.681012,0.59488,0.28818,0.171432,1.392832,22,72.871122,1684.1628,29.223427
581,1685.843792,1686.133444,1685.843792,1686.133444,1.700464,0.588075,0.289652,0.170337,1.410812,21,69.048375,1685.8438,29.217976
582,1687.544256,1687.910008,1687.544256,1687.910008,1.595068,0.626933,0.365752,0.229302,1.229316,28,73.820512,1687.5443,29.216003
583,1689.139324,1689.514952,1689.139324,1689.514952,1.692224,0.590938,0.375628,0.221973,1.316596,28,71.879626,1689.1393,29.223633
584,1690.831548,1691.180688,1690.831548,1691.180688,1.698748,0.588669,0.34914,0.205528,1.349608,26,71.604514,1690.8315,29.234514
585,1692.530296,1692.851932,1692.530296,1692.851932,1.592464,0.627958,0.321636,0.201974,1.270828,24,71.509408,1692.5303,29.240417
586,1694.12276,1696.07394,1694.12276,1696.07394,4.864756,0.20556,1.95118,0.401085,2.913576,157,79.951619,1694.1228,29.245348
587,1698.987516,1699.10836,1698.987516,1699.10836,2.117684,0.472214,0.120844,0.057064,1.99684,11,82.751316,1698.9875,29.261539
588,1701.1052,1701.253248,1701.1052,1701.253248,1.800432,0.555422,0.148048,0.082229,1.652384,13,81.054793,1701.1052,29.258728
589,1702.905632,1703.08004,1702.905632,1703.08004,1.717032,0.5824,0.174408,0.101575,1.542624,15,80.271547,1702.9056,29.269808
590,1704.622664,1704.83282,1704.622664,1704.83282,1.673012,0.597724,0.210156,0.125615,1.462856,17,76.13392,1704.6227,29.285442
591,1706.295676,1706.53412,1706.295676,1706.53412,1.668036,0.599507,0.238444,0.142949,1.429592,18,71.295566,1706.2957,29.171753
592,1707.963712,1708.208044,1707.963712,1708.208044,1.579476,0.633121,0.244332,0.154692,1.335144,18,69.57746,1707.9637,29.164734
593,1709.543188,1709.81336,1709.543188,1709.81336,1.606408,0.622507,0.270172,0.168184,1.336236,20,70.32557,1709.5432,29.1793
594,1711.149596,1711.435112,1711.149596,1711.435112,1.622116,0.616479,0.285516,0.176015,1.3366,21,70.048614,1711.1496,29.261093
595,1712.771712,1713.057016,1712.771712,1713.057016,1.61224,0.620255,0.285304,0.176961,1.326936,21,70.100665,1712.7717,29.29401
596,1714.383952,1714.752912,1714.383952,1714.752912,1.646136,0.607483,0.36896,0.224137,1.277176,27,70.468343,1714.384,29.317204
597,1716.030088,1716.357208,1716.030088,1716.357208,1.690128,0.591671,0.32712,0.193547,1.363008,23,67.253607,1716.0301,29.357382
598,1717.720216,1718.009648,1717.720216,1718.009648,1.566516,0.638359,0.289432,0.184762,1.277084,22,72.555903,1717.7202,29.422079
599,1719.286732,1719.6955,1719.286732,1719.6955,1.714596,0.583228,0.408768,0.238405,1.305828,29,68.498513,1719.2867,29.472351
600,1721.001328,1721.319724,1721.001328,1721.319724,1.647048,0.607147,0.318396,0.193313,1.328652,23,69.096345,1721.0013,29.522753
601,1722.648376,1722.950088,1722.648376,1722.950088,1.645244,0.607813,0.301712,0.183384,1.343532,21,66.288381,1722.6484,29.581205
602,1724.29362,1724.644024,1724.29362,1724.644024,1.662648,0.60145,0.350404,0.210751,1.312244,26,71.346218,1724.2936,29.612732
603,1725.956268,1726.253476,1725.956268,1726.253476,1.649516,0.606238,0.297208,0.180179,1.352308,21,67.29294,1725.9563,29.68598
604,1727.605784,1728.01768,1727.605784,1728.01768,1.720972,0.581067,0.411896,0.239339,1.309076,31,72.833919,1727.6058,29.758654
605,1729.326756,1729.582292,1729.326756,1729.582292,1.499608,0.666841,0.255536,0.170402,1.244072,19,70.440173,1729.3268,29.821489
606,1730.826364,1731.181172,1730.826364,1731.181172,1.7053,0.586407,0.354808,0.208062,1.350492,26,70.460644,1730.8264,29.888916
607,1732.531664,1732.828776,1732.531664,1732.828776,1.626936,0.614652,0.297112,0.182621,1.329824,23,74.046151,1732.5317,29.937368
608,1734.1586,1734.506944,1734.1586,1734.506944,1.737248,0.575623,0.348344,0.200515,1.388904,26,71.768137,1734.1586,29.974659
609,1735.895848,1736.197732,1735.895848,1736.197732,1.615556,0.618982,0.301884,0.186861,1.313672,21,66.250613,1735.8958,30.100063
610,1737.511404,1737.849024,1737.511404,1737.849024,1.630464,0.613322,0.33762,0.20707,1.292844,24,68.123926,1737.5114,30.1651
611,1739.141868,1739.45248,1739.141868,1739.45248,1.616352,0.618677,0.310612,0.192169,1.30574,23,70.827914,1739.1419,30.24049
612,1740.75822,1741.108368,1740.75822,1741.108368,1.730088,0.578005,0.350148,0.202387,1.37994,26,71.39838,1740.7582,30.270445
613,1742.488308,1742.784404,1742.488308,1742.784404,1.64004,0.609741,0.296096,0.180542,1.343944,21,67.545661,1742.4883,30.317688
614,1744.128348,1744.4293,1744.128348,1744.4293,1.68056,0.59504,0.300952,0.179078,1.379608,23,73.101358,1744.1283,30.337524
615,1745.808908,1746.09736,1745.808908,1746.09736,1.61712,0.618383,0.288452,0.178374,1.328668,22,72.802407,1745.8089,30.356462
616,1747.426028,1747.844332,1747.426028,1747.844332,1.752612,0.570577,0.418304,0.238675,1.334308,32,74.108782,1747.426,30.367531
617,1749.17864,1749.437816,1749.17864,1749.437816,1.622996,0.616144,0.259176,0.15969,1.36382,20,73.309257,1749.1786,30.394686
618,1750.801636,1751.100272,1750.801636,1751.100272,1.689864,0.591764,0.298636,0.176722,1.391228,22,70.31972,1750.8016,30.409241
619,1752.4915,1752.810704,1752.4915,1752.810704,1.728084,0.578676,0.319204,0.184716,1.40888,24,72.054235,1752.4915,30.413818
620,1754.219584,1754.526632,1754.219584,1754.526632,1.60562,0.622812,0.307048,0.191233,1.298572,21,65.136396,1754.2196,30.424805
621,1755.825204,1756.185124,1755.825204,1756.185124,1.668096,0.599486,0.35992,0.215767,1.308176,27,72.238275,1755.8252,30.441284
