burst, startT [s], endT [s], relative startT [s], relative endT [s], cycle period [s], inst burstfreq [Hz], duration [s], dutycycle, interburst interval [s], #spikes , spikefreq in burst [Hz],Time,0 Channel 1
211,605.44434,605.859464,605.44434,605.859464,2.08914,0.478666,0.415124,0.198706,1.674016,24,55.405132,605.44434,14.233369
212,607.53348,609.466188,607.53348,609.466188,4.245472,0.235545,1.932708,0.45524,2.312764,126,64.676092,607.53348,14.238856
213,611.778952,612.15388,611.778952,612.15388,2.144484,0.466313,0.374928,0.174834,1.769556,20,50.676397,611.77895,14.254772
214,613.923436,614.761064,613.923436,614.761064,2.859572,0.349703,0.837628,0.292921,2.021944,53,62.080064,613.92344,14.262402
215,616.783008,617.424836,616.783008,617.424836,2.452376,0.407768,0.641828,0.261717,1.810548,38,57.647843,616.78301,14.27333
216,619.235384,621.796932,619.235384,621.796932,5.091096,0.196421,2.561548,0.503143,2.529548,173,67.146897,619.23538,14.28333
217,624.32648,624.670624,624.32648,624.670624,2.267216,0.44107,0.344144,0.151791,1.923072,23,63.926728,624.32648,14.306289
218,626.593696,627.06652,626.593696,627.06652,2.22436,0.449568,0.472824,0.212566,1.751536,31,63.448556,626.5937,14.332581
219,628.818056,629.809108,628.818056,629.809108,3.057892,0.327023,0.991052,0.324096,2.06684,66,65.586871,628.81806,14.464945
220,631.875948,632.292068,631.875948,632.292068,2.13876,0.467561,0.41612,0.194561,1.72264,26,60.078823,631.87595,14.486612
221,634.014708,636.463592,634.014708,636.463592,4.89856,0.204142,2.448884,0.499919,2.449676,173,70.236075,634.01471,14.543152
222,638.913268,639.218204,638.913268,639.218204,2.136744,0.468002,0.304936,0.142711,1.831808,20,62.308156,638.91327,14.692201
223,641.050012,641.593684,641.050012,641.593684,2.38326,0.419593,0.543672,0.228121,1.839588,33,58.859018,641.05001,14.752197
224,643.433272,644.265612,643.433272,644.265612,2.685548,0.372363,0.83234,0.309933,1.853208,55,64.877334,643.43327,14.899175
225,646.11882,646.775952,646.11882,646.775952,2.54268,0.393286,0.657132,0.258441,1.885548,38,56.305278,646.11882,14.834008
226,648.6615,651.223004,648.6615,651.223004,5.254856,0.1903,2.561504,0.487455,2.693352,183,71.052007,648.6615,15.090913
227,653.916356,654.222088,653.916356,654.222088,2.131916,0.469062,0.305732,0.143407,1.826184,22,68.687609,653.91636,15.195395
228,656.048272,656.693084,656.048272,656.693084,2.44942,0.40826,0.644812,0.263251,1.804608,41,62.033585,656.04827,15.203411
229,658.497692,659.156556,658.497692,659.156556,2.427032,0.412026,0.658864,0.271469,1.768168,36,53.121737,658.49769,15.316555
230,660.924724,663.4792,660.924724,663.4792,5.114696,0.195515,2.554476,0.499438,2.56022,175,68.115731,660.92472,15.367126
231,666.03942,666.35602,666.03942,666.35602,2.21566,0.451333,0.3166,0.142892,1.89906,19,56.854075,666.03942,15.463316
232,668.25508,668.835192,668.25508,668.835192,2.515556,0.397526,0.580112,0.23061,1.935444,38,63.780787,668.25508,15.519597
233,670.770636,671.861316,670.770636,671.861316,3.054676,0.327367,1.09068,0.357053,1.963996,65,58.678989,670.77064,15.5663
234,673.825312,674.24784,673.825312,674.24784,2.185392,0.457584,0.422528,0.193342,1.762864,28,63.901091,673.82531,15.621948
235,676.010704,678.347352,676.010704,678.347352,4.820248,0.207458,2.336648,0.484757,2.4836,158,67.190266,676.0107,15.651574
236,680.830952,681.161184,680.830952,681.161184,2.159652,0.463038,0.330232,0.15291,1.82942,21,60.563483,680.83095,15.718079
237,682.990604,683.640024,682.990604,683.640024,2.627364,0.38061,0.64942,0.247175,1.977944,41,61.593422,682.9906,15.743613
238,685.617968,688.084152,685.617968,688.084152,5.082716,0.196745,2.466184,0.48521,2.616532,171,68.932407,685.61797,15.736248
239,690.700684,691.037888,690.700684,691.037888,2.264712,0.441557,0.337204,0.148895,1.927508,20,56.345714,690.70068,15.783691
240,692.965396,693.536052,692.965396,693.536052,2.535796,0.394353,0.570656,0.22504,1.96514,39,66.59003,692.9654,15.800294
241,695.501192,698.073972,695.501192,698.073972,5.28416,0.189245,2.57278,0.486885,2.71138,179,69.185861,695.50119,15.816181
242,700.785352,701.064184,700.785352,701.064184,2.173488,0.46009,0.278832,0.128288,1.894656,19,64.555001,700.78535,15.852462
243,702.95884,703.484996,702.95884,703.484996,2.480872,0.403084,0.526156,0.212085,1.954716,35,64.619619,702.95884,15.864387
244,705.439712,706.464576,705.439712,706.464576,3.166324,0.315824,1.024864,0.323676,2.14146,68,65.374528,705.43971,15.875878
245,708.606036,709.133888,708.606036,709.133888,2.388488,0.418675,0.527852,0.220998,1.860636,33,60.623053,708.60604,15.89349
246,710.994524,713.27312,710.994524,713.27312,4.866752,0.205476,2.278596,0.468196,2.588156,153,66.707745,710.99452,15.90335
247,715.861276,716.160688,715.861276,716.160688,2.169376,0.460962,0.299412,0.138018,1.869964,19,60.117831,715.86128,15.92453
248,718.030652,718.790184,718.030652,718.790184,2.790048,0.358417,0.759532,0.272229,2.030516,51,65.830011,718.03065,15.933092
249,720.8207,721.614168,720.8207,721.614168,2.78902,0.358549,0.793468,0.284497,1.995552,46,56.713062,720.8207,15.944906
250,723.60972,725.9709,723.60972,725.9709,5.048704,0.198071,2.36118,0.46768,2.687524,167,70.303831,723.60972,15.956996
251,728.658424,729.002536,728.658424,729.002536,2.27974,0.438647,0.344112,0.150944,1.935628,20,55.214581,728.65842,15.979919
252,730.938164,732.073028,730.938164,732.073028,3.42174,0.292249,1.134864,0.331663,2.286876,79,68.730703,730.93816,15.983341
253,734.359904,734.8073,734.359904,734.8073,2.223504,0.449741,0.447396,0.201212,1.776108,29,62.584377,734.3599,15.992549
254,736.583408,738.80358,736.583408,738.80358,4.774428,0.209449,2.220172,0.465013,2.554256,149,66.661502,736.58341,16.002737
255,741.357836,741.687788,741.357836,741.687788,2.179252,0.458873,0.329952,0.151406,1.8493,20,57.584133,741.35784,16.014322
256,743.537088,744.265168,743.537088,744.265168,2.6879,0.372038,0.72808,0.270873,1.95982,48,64.553346,743.53709,15.993511
257,746.224988,748.612052,746.224988,748.612052,5.093268,0.196338,2.387064,0.46867,2.706204,168,69.96042,746.22499,16.006594
258,751.318256,751.612532,751.318256,751.612532,2.267008,0.44111,0.294276,0.129808,1.972732,21,67.963409,751.31826,16.145935
259,753.585264,754.390376,753.585264,754.390376,2.865868,0.348934,0.805112,0.280931,2.060756,57,69.55554,753.58526,16.218239
260,756.451132,757.173008,756.451132,757.173008,2.61346,0.382635,0.721876,0.276215,1.891584,44,59.567017,756.45113,16.320583
261,759.064592,761.411632,759.064592,761.411632,4.932464,0.202738,2.34704,0.475835,2.585424,165,69.875247,759.06459,16.444092
262,763.997056,764.290752,763.997056,764.290752,2.152904,0.464489,0.293696,0.136419,1.859208,19,61.287862,763.99706,16.517639
263,766.14996,766.848992,766.14996,766.848992,2.785864,0.358955,0.699032,0.250921,2.086832,47,65.805285,766.14996,16.699219
264,768.935824,771.211748,768.935824,771.211748,5.04542,0.1982,2.275924,0.451087,2.769496,161,70.301117,768.93582,16.729338
265,773.981244,774.264952,773.981244,774.264952,2.282508,0.438115,0.283708,0.124297,1.9988,20,66.970265,773.98124,17.019653
266,776.263752,777.098244,776.263752,777.098244,2.961456,0.337672,0.834492,0.281784,2.126964,56,65.908361,776.26375,16.92033
267,779.225208,779.902652,779.225208,779.902652,2.712328,0.368687,0.677444,0.249765,2.034884,44,63.473881,779.22521,17.16156
268,781.937536,784.070884,781.937536,784.070884,4.779092,0.209245,2.133348,0.446392,2.645744,151,70.312017,781.93754,17.111206
269,786.716628,786.988428,786.716628,786.988428,2.180288,0.458655,0.2718,0.124662,1.908488,18,62.54599,786.71663,17.20355
270,788.896916,790.06498,788.896916,790.06498,3.42918,0.291615,1.168064,0.340625,2.261116,79,66.777163,788.89692,17.364502
271,792.326096,792.895436,792.326096,792.895436,2.4873,0.402042,0.56934,0.228899,1.91796,35,59.71827,792.3261,17.381287
272,794.813396,797.13772,794.813396,797.13772,5.074204,0.197075,2.324324,0.458067,2.74988,158,67.546521,794.8134,17.340622
273,799.8876,800.189624,799.8876,800.189624,2.288468,0.436974,0.302024,0.131977,1.986444,20,62.908908,799.8876,17.405701
274,802.176068,804.457008,802.176068,804.457008,5.02656,0.198943,2.28094,0.453778,2.74562,157,68.392856,802.17607,17.544556
275,807.202628,807.474292,807.202628,807.474292,2.282016,0.438209,0.271664,0.119046,2.010352,19,66.258319,807.20263,17.620281
276,809.484644,810.348844,809.484644,810.348844,3.068896,0.32585,0.8642,0.2816,2.204696,59,67.114094,809.48464,17.522612
277,812.55354,813.619084,812.55354,813.619084,3.23002,0.309596,1.065544,0.329888,2.164476,67,61.940192,812.55354,17.635374
278,815.78356,818.103592,815.78356,818.103592,5.151512,0.194118,2.320032,0.450359,2.83148,159,68.102509,815.78356,17.529591
279,820.935072,821.22866,820.935072,821.22866,2.296392,0.435466,0.293588,0.127848,2.002804,19,61.310408,820.93507,17.576599
280,823.231464,825.480924,823.231464,825.480924,5.145688,0.194337,2.24946,0.437154,2.896228,153,67.571773,823.23146,17.636753
281,828.377152,828.637116,828.377152,828.637116,2.20664,0.453178,0.259964,0.11781,1.946676,19,69.240356,828.37715,17.615498
282,830.583792,831.499988,830.583792,831.499988,3.15726,0.31673,0.916196,0.290187,2.241064,64,68.762579,830.58379,17.615543
283,833.741052,834.63062,833.741052,834.63062,2.944832,0.339578,0.889568,0.302078,2.055264,55,60.703622,833.74105,17.604065
284,836.685884,838.883812,836.685884,838.883812,4.985324,0.200589,2.197928,0.44088,2.787396,160,72.340859,836.68588,17.76376
285,841.671208,841.946588,841.671208,841.946588,2.22482,0.449475,0.27538,0.123776,1.94944,18,61.732878,841.67121,17.768063
286,843.896028,845.891252,843.896028,845.891252,4.736956,0.211106,1.995224,0.421204,2.741732,137,68.162773,843.89603,17.641502
287,848.632984,848.938056,848.632984,848.938056,2.281448,0.438318,0.305072,0.133719,1.976376,18,55.72455,848.63298,17.655945
288,850.914432,853.12892,850.914432,853.12892,5.098788,0.196125,2.214488,0.434317,2.8843,149,66.832604,850.91443,17.822195
289,856.01322,856.301308,856.01322,856.301308,2.281188,0.438368,0.288088,0.126289,1.9931,19,62.480909,856.01322,17.839607
290,858.294408,858.955916,858.294408,858.955916,2.771344,0.360836,0.661508,0.238696,2.109836,43,63.491296,858.29441,17.697144
291,861.065752,863.333176,861.065752,863.333176,5.202648,0.19221,2.267424,0.435821,2.935224,162,71.005688,861.06575,17.846926
292,866.2684,866.526944,866.2684,866.526944,2.30404,0.43402,0.258544,0.112213,2.045496,18,65.752831,866.2684,17.715807
293,868.57244,870.736376,868.57244,870.736376,5.078044,0.196926,2.163936,0.426136,2.914108,158,72.552978,868.57244,17.813463
294,873.650484,873.930896,873.650484,873.930896,2.23236,0.447956,0.280412,0.125612,1.951948,19,64.191261,873.65048,17.941982
295,875.882844,876.6437,875.882844,876.6437,3.021396,0.330973,0.760856,0.251823,2.26054,54,69.658385,875.88284,18.049686
296,878.90424,881.003444,878.90424,881.003444,4.997976,0.200081,2.099204,0.420011,2.898772,147,69.550172,878.90424,18.186247
297,883.902216,884.19088,883.902216,884.19088,2.200828,0.454374,0.288664,0.131162,1.912164,18,58.891999,883.90222,18.415762
298,886.103044,887.14336,886.103044,887.14336,3.437092,0.290944,1.040316,0.302673,2.396776,74,70.170987,886.10304,18.423462
299,889.540136,891.66294,889.540136,891.66294,4.991028,0.20036,2.122804,0.425324,2.868224,151,70.661257,889.54014,18.615723
300,894.531164,894.779816,894.531164,894.779816,2.219184,0.450616,0.248652,0.112047,1.970532,17,64.346959,894.53116,18.728273
301,896.750348,897.64606,896.750348,897.64606,3.146104,0.317853,0.895712,0.284705,2.250392,61,66.985817,896.75035,18.91449
302,899.896452,902.039224,899.896452,902.039224,5.15344,0.194045,2.142772,0.415794,3.010668,153,70.936152,899.89645,18.934784
303,905.049892,905.289768,905.049892,905.289768,2.303784,0.434068,0.239876,0.104123,2.063908,18,70.869949,905.04989,19.112062
304,907.353676,908.091168,907.353676,908.091168,2.76926,0.361107,0.737492,0.266314,2.031768,51,67.797346,907.35368,19.049072
305,910.122936,912.138664,910.122936,912.138664,4.782,0.209118,2.015728,0.421524,2.766272,147,72.430407,910.12294,19.23402
306,914.904936,915.18052,914.904936,915.18052,2.210092,0.45247,0.275584,0.124693,1.934508,18,61.687181,914.90494,19.309998
307,917.115028,919.212588,917.115028,919.212588,4.918924,0.203296,2.09756,0.426427,2.821364,153,72.46515,917.11503,19.230265
308,922.033952,922.29698,922.033952,922.29698,2.249016,0.444639,0.263028,0.116952,1.985988,17,60.830026,922.03395,19.344929
309,924.282968,926.419856,924.282968,926.419856,5.157508,0.193892,2.136888,0.414326,3.02062,154,71.599447,924.28297,19.320103
310,929.440476,929.711932,929.440476,929.711932,2.279532,0.438687,0.271456,0.119084,2.008076,17,58.941412,929.44048,19.295097
311,931.720008,933.743608,931.720008,933.743608,5.005332,0.199787,2.0236,0.404289,2.981732,147,72.148646,931.72001,19.427114
312,936.72534,936.96528,936.72534,936.96528,2.313948,0.432162,0.23994,0.103693,2.074008,16,62.515629,936.72534,19.481071
313,939.039288,941.31278,939.039288,941.31278,5.245452,0.190641,2.273492,0.433422,2.97196,167,73.015432,939.03929,19.38324
314,944.28474,944.577008,944.28474,944.577008,2.256708,0.443123,0.292268,0.129511,1.96444,19,61.58731,944.28474,19.497974
315,946.541448,947.445568,946.541448,947.445568,3.146332,0.31783,0.90412,0.287357,2.242212,60,65.256824,946.54145,19.400036
316,949.68778,951.5809,949.68778,951.5809,4.868444,0.205404,1.89312,0.388855,2.975324,137,71.83908,949.68778,19.551086
317,954.556224,954.83904,954.556224,954.83904,2.243812,0.44567,0.282816,0.126043,1.960996,18,60.109753,954.55622,19.509159
318,956.800036,958.633064,956.800036,958.633064,4.682944,0.213541,1.833028,0.391426,2.849916,136,73.648629,956.80004,19.509783
319,961.48298,961.72316,961.48298,961.72316,2.262484,0.441992,0.24018,0.106158,2.022304,16,62.45316,961.48298,19.60103
320,963.745464,965.639984,963.745464,965.639984,4.772272,0.209544,1.89452,0.396985,2.877752,142,74.425184,963.74546,19.489546
321,968.517736,968.751152,968.517736,968.751152,2.117808,0.472186,0.233416,0.110216,1.884392,17,68.547143,968.51774,19.494875
322,970.635544,972.52906,970.635544,972.52906,4.801316,0.208276,1.893516,0.394374,2.9078,141,73.936529,970.63554,19.617886
323,975.43686,975.661624,975.43686,975.661624,2.167184,0.461428,0.224764,0.103712,1.94242,17,71.185777,975.43686,19.651794
324,977.604044,979.4827,977.604044,979.4827,4.841436,0.20655,1.878656,0.388037,2.96278,140,73.989065,977.60404,19.53125
325,982.44548,982.67424,982.44548,982.67424,2.176608,0.45943,0.22876,0.105099,1.947848,16,65.570904,982.44548,19.567871
326,984.622088,986.508204,984.622088,986.508204,4.7851,0.208982,1.886116,0.394164,2.898984,138,72.636041,984.62209,19.677734
327,989.407188,989.646484,989.407188,989.646484,2.2557,0.443321,0.239296,0.106085,2.016404,16,62.683873,989.40719,19.639788
328,991.662888,993.772384,991.662888,993.772384,5.143072,0.194436,2.109496,0.410163,3.033576,157,73.951313,991.66289,19.662464
329,996.80596,997.065988,996.80596,997.065988,2.328816,0.429403,0.260028,0.111657,2.068788,18,65.377575,996.80596,19.894115
330,999.134776,1000.258668,999.134776,1000.258668,3.516392,0.284382,1.123892,0.319615,2.3925,79,69.401686,999.13478,19.969177
331,1002.651168,1003.029328,1002.651168,1003.029328,2.310588,0.43279,0.37816,0.163664,1.932428,24,60.820817,1002.6512,20.177706
332,1004.961756,1006.725084,1004.961756,1006.725084,4.55934,0.21933,1.763328,0.386751,2.796012,135,75.992668,1004.9618,20.186434
333,1009.521096,1009.75954,1009.521096,1009.75954,2.22588,0.449261,0.238444,0.107123,1.987436,17,67.101709,1009.5211,20.407656
334,1011.746976,1013.807748,1011.746976,1013.807748,4.989968,0.200402,2.060772,0.412983,2.929196,151,72.788256,1011.747,20.530537
335,1016.736944,1016.983808,1016.736944,1016.983808,2.251708,0.444107,0.246864,0.109634,2.004844,17,64.813014,1016.7369,20.716318
336,1018.988652,1020.990872,1018.988652,1020.990872,5.001956,0.199922,2.00222,0.400287,2.999736,150,74.417397,1018.9887,20.692966
337,1023.990608,1024.234004,1023.990608,1024.234004,2.2756,0.439445,0.243396,0.106959,2.032204,17,65.736495,1023.9906,20.887756
338,1026.266208,1028.32432,1026.266208,1028.32432,4.995996,0.20016,2.058112,0.411952,2.937884,152,73.368213,1026.2662,21.001329
339,1031.262204,1031.500032,1031.262204,1031.500032,2.330492,0.429094,0.237828,0.102051,2.092664,17,67.27551,1031.2622,20.990406
340,1033.592696,1035.545448,1033.592696,1035.545448,5.0193,0.199231,1.952752,0.389049,3.066548,148,75.278376,1033.5927,21.104231
341,1038.611996,1038.801276,1038.611996,1038.801276,2.1576,0.463478,0.18928,0.087727,1.96832,15,73.964497,1038.612,21.18552
342,1040.769596,1041.454752,1040.769596,1041.454752,2.880196,0.347199,0.685156,0.237885,2.19504,48,68.597516,1040.7696,21.098333
343,1043.649792,1045.460688,1043.649792,1045.460688,4.746336,0.210689,1.810896,0.381536,2.93544,131,71.787668,1043.6498,21.246338
344,1048.396128,1048.636064,1048.396128,1048.636064,2.192264,0.456149,0.239936,0.109447,1.952328,17,66.684449,1048.3961,21.26709
345,1050.588392,1052.43626,1050.588392,1052.43626,4.645408,0.215266,1.847868,0.397784,2.79754,140,75.221823,1050.5884,21.302349
346,1055.2338,1055.469332,1055.2338,1055.469332,2.14356,0.466514,0.235532,0.109879,1.908028,17,67.931321,1055.2338,21.335014
347,1057.37736,1058.075024,1057.37736,1058.075024,2.924052,0.341991,0.697664,0.238595,2.226388,51,71.667737,1057.3774,21.302795
348,1060.301412,1062.08062,1060.301412,1062.08062,4.53054,0.220724,1.779208,0.392714,2.751332,136,75.876457,1060.3014,21.31958
349,1064.831952,1065.067436,1064.831952,1065.067436,2.141476,0.466968,0.235484,0.109963,1.905992,18,72.191741,1064.832,21.341129
350,1066.973428,1068.929524,1066.973428,1068.929524,4.8679,0.205427,1.956096,0.401836,2.911804,146,74.127241,1066.9734,21.302795
351,1071.841328,1072.05876,1071.841328,1072.05876,2.156484,0.463718,0.217432,0.100827,1.939052,16,68.987086,1071.8413,21.295166
352,1073.997812,1075.214488,1073.997812,1075.214488,3.644252,0.274405,1.216676,0.333862,2.427576,88,71.506301,1073.9978,21.382452
353,1077.642064,1078.088516,1077.642064,1078.088516,2.542376,0.393333,0.446452,0.175604,2.095924,29,62.716709,1077.6421,21.405663
354,1080.18444,1081.851528,1080.18444,1081.851528,4.583112,0.218192,1.667088,0.363746,2.916024,130,77.380438,1080.1844,21.409431
355,1084.767552,1085.011496,1084.767552,1085.011496,2.099568,0.476288,0.243944,0.116188,1.855624,18,69.688125,1084.7676,21.427917
356,1086.86712,1088.691172,1086.86712,1088.691172,4.779356,0.209233,1.824052,0.381652,2.955304,141,76.752198,1086.8671,21.468412
357,1091.646476,1091.863092,1091.646476,1091.863092,2.178332,0.459067,0.216616,0.099441,1.961716,17,73.863427,1091.6465,21.466064
358,1093.824808,1095.67968,1093.824808,1095.67968,4.724836,0.211648,1.854872,0.392579,2.869964,142,76.016027,1093.8248,21.459585
359,1098.549644,1098.756944,1098.549644,1098.756944,2.20848,0.4528,0.2073,0.093865,2.00118,15,67.534973,1098.5496,21.458435
360,1100.758124,1101.500788,1100.758124,1101.500788,2.971468,0.336534,0.742664,0.249932,2.228804,56,74.057717,1100.7581,21.507263
361,1103.729592,1105.443584,1103.729592,1105.443584,4.427124,0.22588,1.713992,0.387157,2.713132,131,75.846328,1103.7296,21.436239
362,1108.156716,1108.382332,1108.156716,1108.382332,2.155068,0.464022,0.225616,0.104691,1.929452,16,66.484646,1108.1567,21.429907
363,1110.311784,1112.132156,1110.311784,1112.132156,4.997996,0.20008,1.820372,0.36422,3.177624,141,76.907357,1110.3118,21.476793
364,1115.30978,1115.503156,1115.30978,1115.503156,1.837232,0.544297,0.193376,0.105254,1.643856,15,72.397816,1115.3098,21.664429
365,1117.147012,1117.836604,1117.147012,1117.836604,2.798116,0.357383,0.689592,0.246449,2.108524,47,66.70611,1117.147,21.777895
366,1119.945128,1121.678464,1119.945128,1121.678464,4.55498,0.21954,1.733336,0.380536,2.821644,133,76.153729,1119.9451,21.929932
367,1124.500108,1124.729524,1124.500108,1124.729524,2.080348,0.480689,0.229416,0.110278,1.850932,17,69.742302,1124.5001,22.245789
368,1126.580456,1128.425476,1126.580456,1128.425476,4.719228,0.211899,1.84502,0.390958,2.874208,139,74.795937,1126.5805,22.330193
369,1131.299684,1131.51686,1131.299684,1131.51686,2.299252,0.434924,0.217176,0.094455,2.082076,16,69.068405,1131.2997,22.589352
370,1133.598936,1134.339312,1133.598936,1134.339312,2.960316,0.337802,0.740376,0.2501,2.21994,54,71.585249,1133.5989,22.714199
371,1136.559252,1138.261556,1136.559252,1138.261556,4.481968,0.223116,1.702304,0.379812,2.779664,134,78.129406,1136.5593,22.801208
372,1141.04122,1141.24106,1141.04122,1141.24106,2.040548,0.490064,0.19984,0.097934,1.840708,16,75.060048,1141.0412,22.938509
373,1143.081768,1143.636744,1143.081768,1143.636744,2.5968,0.385089,0.554976,0.213715,2.041824,39,68.471429,1143.0818,23.011909
374,1145.678568,1147.46668,1145.678568,1147.46668,4.65964,0.214609,1.788112,0.383745,2.871528,140,77.735623,1145.6786,23.022461
375,1150.338208,1150.542836,1150.338208,1150.542836,2.028016,0.493093,0.204628,0.100901,1.823388,16,73.303751,1150.3382,23.083496
376,1152.366224,1152.957236,1152.366224,1152.957236,2.667688,0.374856,0.591012,0.221545,2.076676,43,71.064547,1152.3662,23.183523
377,1155.033912,1156.749604,1155.033912,1156.749604,4.528416,0.220828,1.715692,0.378872,2.812724,137,79.268307,1155.0339,23.120211
378,1159.562328,1159.775712,1159.562328,1159.775712,2.15006,0.465103,0.213384,0.099246,1.936676,16,70.295805,1159.5623,23.165388
379,1161.712388,1163.560244,1161.712388,1163.560244,4.74862,0.210587,1.847856,0.389135,2.900764,145,77.92815,1161.7124,23.238045
380,1166.461008,1166.632772,1166.461008,1166.632772,2.109524,0.474041,0.171764,0.081423,1.93776,15,81.507184,1166.461,23.254208
381,1168.570532,1169.311392,1168.570532,1169.311392,3.001536,0.333163,0.74086,0.246827,2.260676,54,71.538482,1168.5705,23.291016
382,1171.572068,1172.21404,1171.572068,1172.21404,2.607612,0.383493,0.641972,0.246192,1.96564,45,68.538815,1171.5721,23.283386
383,1174.17968,1175.785344,1174.17968,1175.785344,4.3569,0.229521,1.605664,0.368534,2.751236,130,80.340594,1174.1797,23.312613
384,1178.53658,1178.740208,1178.53658,1178.740208,2.18266,0.458157,0.203628,0.093294,1.979032,17,78.574656,1178.5366,23.317337
385,1180.71924,1182.433028,1180.71924,1182.433028,4.561676,0.219218,1.713788,0.375693,2.847888,137,79.356373,1180.7192,23.274231
386,1185.280916,1185.47816,1185.280916,1185.47816,2.011696,0.497093,0.197244,0.098049,1.814452,16,76.047941,1185.2809,23.332214
387,1187.292612,1188.111816,1187.292612,1188.111816,3.101716,0.322402,0.819204,0.264113,2.282512,63,75.683224,1187.2926,23.339064
388,1190.394328,1192.145516,1190.394328,1192.145516,4.599412,0.217419,1.751188,0.380742,2.848224,134,75.948442,1190.3943,23.360994
389,1194.99374,1195.199588,1194.99374,1195.199588,2.10684,0.474644,0.205848,0.097705,1.900992,17,77.727255,1194.9937,23.377815
390,1197.10058,1198.79752,1197.10058,1198.79752,4.641712,0.215438,1.69694,0.365585,2.944772,136,79.554964,1197.1006,23.332977
391,1201.742292,1201.92238,1201.742292,1201.92238,2.053024,0.487086,0.180088,0.087718,1.872936,15,77.739772,1201.7423,23.39106
392,1203.795316,1205.618896,1203.795316,1205.618896,4.755476,0.210284,1.82358,0.383469,2.931896,141,76.772064,1203.7953,23.396313
393,1208.550792,1208.760664,1208.550792,1208.760664,2.106012,0.474831,0.209872,0.099654,1.89614,16,71.472135,1208.5508,23.379412
394,1210.656804,1212.396592,1210.656804,1212.396592,4.660976,0.214547,1.739788,0.373267,2.921188,139,79.320009,1210.6568,23.431273
395,1215.31778,1215.503572,1215.31778,1215.503572,2.161644,0.462611,0.185792,0.085949,1.975852,15,75.353083,1215.3178,23.428345
396,1217.479424,1218.54068,1217.479424,1218.54068,3.571716,0.279977,1.061256,0.297128,2.51046,82,76.324657,1217.4794,23.452759
397,1221.05114,1221.303512,1221.05114,1221.303512,2.120616,0.471561,0.252372,0.119009,1.868244,19,71.323285,1221.0511,23.403374
398,1223.171756,1224.626612,1223.171756,1224.626612,4.252416,0.23516,1.454856,0.342125,2.79756,119,81.107684,1223.1718,23.431871
399,1227.424172,1227.62246,1227.424172,1227.62246,2.004544,0.498867,0.198288,0.098919,1.806256,16,75.647543,1227.4242,23.301697
400,1229.428716,1230.200852,1229.428716,1230.200852,2.802136,0.356871,0.772136,0.275553,2.03,55,69.935866,1229.4287,23.338301
401,1232.230852,1233.827396,1232.230852,1233.827396,4.299552,0.232582,1.596544,0.371328,2.703008,129,80.173174,1232.2309,23.39325
402,1236.530404,1236.722232,1236.530404,1236.722232,2.114368,0.472955,0.191828,0.090726,1.92254,16,78.19505,1236.5304,23.585951
403,1238.644772,1240.401592,1238.644772,1240.401592,4.692396,0.213111,1.75682,0.374397,2.935576,141,79.689439,1238.6448,23.685591
404,1243.337168,1243.55546,1243.337168,1243.55546,2.127136,0.470116,0.218292,0.102622,1.908844,17,73.296319,1243.3372,23.978436
405,1245.464304,1246.12726,1245.464304,1246.12726,2.759496,0.362385,0.662956,0.240245,2.09654,50,73.911391,1245.4643,24.126423
406,1248.2238,1249.927024,1248.2238,1249.927024,4.495132,0.222463,1.703224,0.378904,2.791908,133,77.500082,1248.2238,24.284069
407,1252.718932,1252.928176,1252.718932,1252.928176,2.176148,0.459528,0.209244,0.096153,1.966904,16,71.686643,1252.7189,24.570166
408,1254.89508,1255.627616,1254.89508,1255.627616,2.882508,0.34692,0.732536,0.254131,2.149972,55,73.716514,1254.8951,24.65345
409,1257.777588,1259.348008,1257.777588,1259.348008,4.494716,0.222483,1.57042,0.349392,2.924296,128,80.870086,1257.7776,24.805492
410,1262.272304,1262.46456,1262.272304,1262.46456,2.09114,0.478208,0.192256,0.091938,1.898884,15,72.819574,1262.2723,24.949646
411,1264.363444,1264.9426,1264.363444,1264.9426,2.568296,0.389363,0.579156,0.225502,1.98914,45,75.972622,1264.3634,25.018557
412,1266.93174,1268.531916,1266.93174,1268.531916,4.499084,0.222267,1.600176,0.355667,2.898908,130,80.616132,1266.9317,25.108337
413,1271.430824,1271.641592,1271.430824,1271.641592,2.034068,0.491626,0.210768,0.103619,1.8233,16,71.168299,1271.4308,25.198364
414,1273.464892,1274.195372,1273.464892,1274.195372,2.878984,0.347345,0.73048,0.253728,2.148504,53,71.186069,1273.4649,25.212015
415,1276.343876,1276.6264,1276.343876,1276.6264,2.028432,0.492992,0.282524,0.139282,1.745908,21,70.790446,1276.3439,25.242615
416,1278.372308,1279.850784,1278.372308,1279.850784,4.123824,0.242493,1.478476,0.358521,2.645348,126,84.54652,1278.3723,25.259617
417,1282.496132,1282.684348,1282.496132,1282.684348,2.06174,0.485027,0.188216,0.09129,1.873524,16,79.695669,1282.4961,25.284359
418,1284.557872,1285.335384,1284.557872,1285.335384,2.92526,0.34185,0.777512,0.265792,2.147748,57,72.024612,1284.5579,25.285034
419,1287.483132,1288.933104,1287.483132,1288.933104,4.156076,0.240612,1.449972,0.34888,2.706104,121,82.760219,1287.4831,25.276337
420,1291.639208,1291.824012,1291.639208,1291.824012,2.043848,0.489273,0.184804,0.09042,1.859044,16,81.167074,1291.6392,25.27042
